Sexo,Edad,Estudios,Comunidad,Aportan_vs_Reciben,Quitan_Trabajo,Matrimonio_Hijo,Valoracion_General,Tramo_edad
Hombre,31.0,Arquitectura o ingeniería técnicas,Cataluña,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,42.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,55.0,FP de grado medio,Cataluña,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Hombre,51.0,FP de grado superior,Cataluña,Tanto como aportan,Muy de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,63.0,Educación secundaria,Comunitat Valenciana,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,54.0,Estudios de licenciatura,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,31.0,Estudios de licenciatura,Comunitat Valenciana,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,27.0,Estudios de grado,Comunitat Valenciana,Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,65.0,Doctorado,Comunitat Valenciana,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,44.0,Máster oficial universitario,Comunitat Valenciana,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,78.0,Doctorado,Comunitat Valenciana,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Negativa,Jubilados
Mujer,51.0,Estudios de licenciatura,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,78.0,Educación primaria,Comunitat Valenciana,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jubilados
Hombre,54.0,Educación secundaria,Comunitat Valenciana,Mucho más de lo que aportan,Muy en desacuerdo,Trataría de evitarla,Muy negativa,Adultos Mayores
Hombre,38.0,Educación secundaria,Comunitat Valenciana,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Mujer,58.0,Educación secundaria,Comunitat Valenciana,N.S.,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Mujer,67.0,Diplomatura,Comunitat Valenciana,Más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,Positiva,Jubilados
Hombre,21.0,FP de grado medio,Comunitat Valenciana,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,55.0,Educación secundaria,Comunitat Valenciana,N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,58.0,Educación primaria,Comunitat Valenciana,Más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Adultos Mayores
Hombre,41.0,Estudios de licenciatura,Comunitat Valenciana,Más de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,77.0,Menos de 5 años de escolarización,Comunitat Valenciana,Más de lo que aportan,N.S.,Trataría de evitarla,Muy negativa,Jubilados
Hombre,39.0,Educación secundaria,Castilla-La Mancha,N.S.,Más bien de acuerdo,Trataría de evitarla,Positiva,Adultos
Mujer,71.0,,Castilla-La Mancha,N.S.,Muy de acuerdo,N.S.,Negativa,Jubilados
Mujer,45.0,Educación secundaria,Castilla-La Mancha,N.S.,N.S.,Trataría de evitarla,Positiva,Adultos
Mujer,56.0,Diplomatura,Castilla-La Mancha,Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,49.0,Educación secundaria,Castilla-La Mancha,Menos de lo que aportan,N.S.,N.S.,Positiva,Adultos
Hombre,20.0,Educación secundaria,Castilla-La Mancha,Mucho menos de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jóvenes
Mujer,67.0,Educación secundaria,Galicia,Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,59.0,Bachillerato,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,44.0,Educación secundaria,Galicia,Más de lo que aportan,Más bien de acuerdo,N.S.,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,24.0,Bachillerato,Galicia,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,40.0,Bachillerato,Galicia,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,40.0,FP de grado superior,Asturias (Principado de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Hombre,60.0,Arquitectura o ingeniería técnicas,Asturias (Principado de),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,55.0,Educación secundaria,Asturias (Principado de),Más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Adultos Mayores
Hombre,85.0,Educación primaria,Asturias (Principado de),Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Jubilados
Mujer,48.0,Educación secundaria,Asturias (Principado de),Más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Adultos
Mujer,35.0,Arquitectura o ingeniería técnicas,Asturias (Principado de),Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Adultos
Hombre,38.0,FP de grado superior,Asturias (Principado de),N.S.,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,53.0,FP de grado medio,Asturias (Principado de),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,24.0,Bachillerato,Asturias (Principado de),Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Muy negativa,Jóvenes
Mujer,58.0,Educación secundaria,Asturias (Principado de),Tanto como aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Mujer,69.0,Educación primaria,Asturias (Principado de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,71.0,Educación primaria,Asturias (Principado de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,68.0,Educación secundaria,Asturias (Principado de),Mucho menos de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Jubilados
Hombre,29.0,Arquitectura o ingeniería técnicas,Asturias (Principado de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,52.0,Diplomatura,Asturias (Principado de),Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos Mayores
Mujer,31.0,Diplomatura,Asturias (Principado de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,76.0,Educación primaria,Balears (Illes),Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Jubilados
Mujer,63.0,Educación primaria,Balears (Illes),Mucho más de lo que aportan,N.S.,(NO LEER) Depende,Negativa,Adultos Mayores
Mujer,39.0,FP de grado medio,Balears (Illes),Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Negativa,Adultos
Hombre,23.0,FP de grado superior,Balears (Illes),Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,61.0,Educación secundaria,Balears (Illes),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos Mayores
Hombre,58.0,FP de grado superior,Galicia,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,80.0,Educación primaria,Galicia,Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Mujer,44.0,FP de grado superior,Galicia,Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,48.0,Estudios de licenciatura,Galicia,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,34.0,Estudios de licenciatura,Galicia,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,42.0,Educación secundaria,Galicia,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,44.0,FP de grado superior,Galicia,Mucho más de lo que aportan,Más bien en desacuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Adultos
Hombre,21.0,Educación primaria,Galicia,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,72.0,Educación primaria,Galicia,N.S.,Más bien en desacuerdo,Acepta/ría,N.S.,Jubilados
Mujer,75.0,,Madrid (Comunidad de),Mucho más de lo que aportan,Muy de acuerdo,Trataría de evitarla,N.C.,Jubilados
Hombre,65.0,Educación primaria,Madrid (Comunidad de),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,32.0,FP de grado superior,Madrid (Comunidad de),Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Positiva,Adultos
Mujer,72.0,Menos de 5 años de escolarización,Madrid (Comunidad de),Más de lo que aportan,Muy de acuerdo,Acepta/ría,Negativa,Jubilados
Mujer,57.0,Estudios de licenciatura,Madrid (Comunidad de),N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,75.0,Arquitectura o ingeniería técnicas,Madrid (Comunidad de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,56.0,Diplomatura,Madrid (Comunidad de),Tanto como aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,27.0,Estudios de licenciatura,Madrid (Comunidad de),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,80.0,Educación primaria,Madrid (Comunidad de),Más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Hombre,49.0,Estudios de licenciatura,Madrid (Comunidad de),N.C.,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,77.0,Educación secundaria,Madrid (Comunidad de),Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,35.0,Diplomatura,Madrid (Comunidad de),N.S.,Muy en desacuerdo,Acepta/ría,Muy positiva,Adultos
Mujer,66.0,Educación primaria,Madrid (Comunidad de),N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,70.0,Doctorado,Madrid (Comunidad de),Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Hombre,27.0,Máster oficial universitario,Madrid (Comunidad de),N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,38.0,Máster oficial universitario,Madrid (Comunidad de),Mucho menos de lo que aportan,N.C.,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos
Mujer,46.0,Estudios de licenciatura,Madrid (Comunidad de),Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,71.0,Bachillerato,Madrid (Comunidad de),Menos de lo que aportan,Muy en desacuerdo,(NO LEER) Depende,(NO LEER) Ni positiva ni negativa,Jubilados
Hombre,73.0,Arquitectura o ingeniería superiores,Madrid (Comunidad de),Mucho menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Muy positiva,Jubilados
Hombre,66.0,Arquitectura o ingeniería superiores,Madrid (Comunidad de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,67.0,FP de grado superior,Madrid (Comunidad de),Mucho más de lo que aportan,N.C.,(NO LEER) Depende,Muy negativa,Jubilados
Mujer,28.0,Estudios de licenciatura,Madrid (Comunidad de),Mucho más de lo que aportan,Muy en desacuerdo,N.S.,Positiva,Jóvenes
Mujer,64.0,Estudios de licenciatura,Madrid (Comunidad de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,43.0,Máster oficial universitario,Madrid (Comunidad de),Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,42.0,Estudios de licenciatura,Madrid (Comunidad de),Menos de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,37.0,Máster oficial universitario,Madrid (Comunidad de),Más de lo que aportan,N.C.,Acepta/ría,Positiva,Adultos
Mujer,30.0,Máster oficial universitario,Madrid (Comunidad de),N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,76.0,Educación secundaria,Madrid (Comunidad de),Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,61.0,Bachillerato,Madrid (Comunidad de),Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,38.0,Estudios de licenciatura,Madrid (Comunidad de),N.S.,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,65.0,Educación primaria,Aragón,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Hombre,47.0,Estudios de licenciatura,Aragón,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,89.0,Educación primaria,Aragón,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,45.0,Diplomatura,Aragón,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,65.0,Educación primaria,Aragón,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,44.0,Diplomatura,Aragón,Tanto como aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,63.0,FP de grado superior,Aragón,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,66.0,Menos de 5 años de escolarización,Aragón,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jubilados
Mujer,80.0,Educación primaria,Aragón,N.S.,Más bien en desacuerdo,Trataría de evitarla,Positiva,Jubilados
Mujer,62.0,Educación primaria,Aragón,Más de lo que aportan,N.S.,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Mujer,25.0,FP de grado superior,Aragón,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,47.0,Educación secundaria,Aragón,N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,37.0,Diplomatura,Aragón,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,33.0,FP de grado superior,Aragón,Mucho más de lo que aportan,Más bien en desacuerdo,Rechazaría,Negativa,Adultos
Hombre,19.0,FP de grado superior,Aragón,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Jóvenes
Mujer,24.0,Diplomatura,Aragón,Menos de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,74.0,FP de grado superior,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jubilados
Mujer,59.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Mujer,50.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,38.0,Educación secundaria,Cataluña,Mucho menos de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Muy negativa,Adultos
Hombre,48.0,Educación secundaria,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,23.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Rechazaría,Negativa,Jóvenes
Hombre,63.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,70.0,Educación secundaria,Cataluña,N.S.,N.S.,Acepta/ría,N.S.,Jubilados
Mujer,62.0,Educación secundaria,Cataluña,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,72.0,Educación primaria,Cataluña,N.S.,Más bien en desacuerdo,(NO LEER) Depende,Negativa,Jubilados
Mujer,26.0,FP de grado superior,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,39.0,FP de grado superior,Cataluña,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,28.0,Bachillerato,Cataluña,Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Mujer,45.0,Educación secundaria,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,N.S.,Adultos
Hombre,52.0,Diplomatura,Cataluña,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,49.0,FP de grado medio,Cataluña,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,46.0,Estudios de licenciatura,Aragón,Mucho más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,73.0,,Aragón,Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,N.S.,Jubilados
Mujer,30.0,FP de grado superior,Aragón,Mucho más de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Jóvenes
Mujer,42.0,Educación secundaria,Aragón,Mucho más de lo que aportan,Muy de acuerdo,Acepta/ría,Muy positiva,Adultos
Hombre,58.0,Menos de 5 años de escolarización,Aragón,Mucho más de lo que aportan,Muy en desacuerdo,Acepta/ría,Negativa,Adultos Mayores
Hombre,54.0,Diplomatura,Balears (Illes),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,21.0,Bachillerato,Balears (Illes),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Jóvenes
Hombre,33.0,Educación secundaria,Balears (Illes),Mucho más de lo que aportan,Muy de acuerdo,(NO LEER) Depende,Muy negativa,Adultos
Mujer,41.0,Diplomatura,Balears (Illes),N.S.,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,49.0,Educación secundaria,Balears (Illes),Más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,40.0,FP de grado superior,Balears (Illes),Más de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,72.0,Educación secundaria,Balears (Illes),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Muy positiva,Jubilados
Mujer,57.0,Educación secundaria,Balears (Illes),Menos de lo que aportan,Muy de acuerdo,Rechazaría,Muy negativa,Adultos Mayores
Mujer,76.0,Educación primaria,Balears (Illes),Mucho menos de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Mujer,80.0,,Balears (Illes),Mucho más de lo que aportan,Más bien de acuerdo,Trataría de evitarla,Negativa,Jubilados
Mujer,88.0,,Balears (Illes),Menos de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Negativa,Jubilados
Mujer,56.0,FP de grado superior,Balears (Illes),Menos de lo que aportan,Más bien de acuerdo,(NO LEER) Depende,Positiva,Adultos Mayores
Hombre,23.0,Bachillerato,Balears (Illes),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Muy positiva,Jóvenes
Hombre,38.0,FP de grado medio,Balears (Illes),Mucho menos de lo que aportan,Muy de acuerdo,Rechazaría,Negativa,Adultos
Mujer,52.0,Educación secundaria,Balears (Illes),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Muy positiva,Adultos Mayores
Mujer,43.0,Bachillerato,Balears (Illes),Menos de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
Mujer,37.0,Bachillerato,Balears (Illes),Tanto como aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,46.0,Educación secundaria,Balears (Illes),Mucho menos de lo que aportan,Muy de acuerdo,Trataría de evitarla,Negativa,Adultos
Hombre,58.0,Educación primaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos Mayores
Mujer,40.0,FP de grado medio,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Negativa,Adultos
Mujer,80.0,,Andalucía,Más de lo que aportan,N.S.,Acepta/ría,Negativa,Jubilados
Mujer,31.0,Bachillerato,Andalucía,Más de lo que aportan,Muy en desacuerdo,Acepta/ría,Positiva,Adultos
Hombre,74.0,Diplomatura,Andalucía,N.S.,Más bien de acuerdo,Acepta/ría,Positiva,Jubilados
Hombre,37.0,FP de grado superior,Andalucía,Más de lo que aportan,Más bien en desacuerdo,Acepta/ría,Positiva,Adultos
Mujer,52.0,Educación primaria,Andalucía,N.S.,Más bien de acuerdo,Acepta/ría,(NO LEER) Ni positiva ni negativa,Adultos Mayores
Hombre,33.0,Educación secundaria,Andalucía,Más de lo que aportan,Más bien de acuerdo,Acepta/ría,Positiva,Adultos
